Gene Id: 	 Protein Id: DAA00620.1	 Virus Id: AC_000007.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 552
Gene Id: 	 Protein Id: AAA82101.1	 Virus Id: NC_001699.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1061
Gene Id: 	 Protein Id: AAA82102.1	 Virus Id: NC_001699.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 242
Gene Id: 	 Protein Id: AAA82102.1	 Virus Id: NC_001699.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1820
Gene Id: 	 Protein Id: AAA82103.1	 Virus Id: NC_001699.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 515
Gene Id: DR1	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3412
Gene Id: DR1	 Protein Id: AAC40718.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 243
Gene Id: DR1	 Protein Id: AAC40718.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1180
Gene Id: DR6	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1369
Gene Id: DR6	 Protein Id: AAC40719.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 417
Gene Id: DR6	 Protein Id: AAC40719.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 799
Gene Id: U2	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1191
Gene Id: U2	 Protein Id: AAC40720.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1076
Gene Id: U4	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2873
Gene Id: U4	 Protein Id: AAC40722.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1625
Gene Id: U3	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1223
Gene Id: U3	 Protein Id: AAC40721.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1151
Gene Id: U7	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3856
Gene Id: U7	 Protein Id: AAC40723.2	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1080
Gene Id: U7	 Protein Id: AAC40723.2	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 978
Gene Id: U7	 Protein Id: AAC40723.2	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1635
Gene Id: U10	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1467
Gene Id: U10	 Protein Id: AAC40725.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1352
Gene Id: U11	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2283
Gene Id: U11	 Protein Id: AAC40726.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2264
Gene Id: U12	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1141
Gene Id: U12	 Protein Id: AAC40727.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 32
Gene Id: U12	 Protein Id: AAC40727.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 965
Gene Id: U13	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2409
Gene Id: U13	 Protein Id: AAC40728.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 293
Gene Id: U14	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2045
Gene Id: U14	 Protein Id: AAC40729.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1943
Gene Id: U15	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 722
Gene Id: U15	 Protein Id: AAC40730.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 316
Gene Id: U15	 Protein Id: AAC40730.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 72
Gene Id: U15	 Protein Id: AAC40730.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 182
Gene Id: U17	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1087
Gene Id: U17	 Protein Id: AAC40731.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 216
Gene Id: U17	 Protein Id: AAC40731.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 772
Gene Id: U19	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2348
Gene Id: U19	 Protein Id: AAC40733.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 974
Gene Id: U18	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1027
Gene Id: U18	 Protein Id: AAC40732.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 884
Gene Id: U21	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2472
Gene Id: U21	 Protein Id: AAC40735.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1289
Gene Id: U20	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1189
Gene Id: U20	 Protein Id: AAC40734.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1172
Gene Id: U25	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2130
Gene Id: U25	 Protein Id: AAC40739.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 959
Gene Id: U24A	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1178
Gene Id: U24A	 Protein Id: AAC40738.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 167
Gene Id: U24	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1004
Gene Id: U24	 Protein Id: AAC40737.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 245
Gene Id: U23	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 650
Gene Id: U23	 Protein Id: AAC40736.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 512
Gene Id: U27	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1997
Gene Id: U27	 Protein Id: AAC40741.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1091
Gene Id: U26	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 915
Gene Id: U26	 Protein Id: AAC40740.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 878
Gene Id: U29	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3292
Gene Id: U29	 Protein Id: AAC40743.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 857
Gene Id: U28	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2429
Gene Id: U28	 Protein Id: AAC40742.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2417
Gene Id: U30	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 8996
Gene Id: U30	 Protein Id: AAC40744.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2813
Gene Id: U31	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 6179
Gene Id: U31	 Protein Id: AAC40745.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 6176
Gene Id: U35	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2866
Gene Id: U35	 Protein Id: AAC40749.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 311
Gene Id: U34	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2515
Gene Id: U34	 Protein Id: AAC40748.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 773
Gene Id: U33	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1788
Gene Id: U33	 Protein Id: AAC40747.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1430
Gene Id: U32	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 374
Gene Id: U32	 Protein Id: AAC40746.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 269
Gene Id: U36	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2500
Gene Id: U36	 Protein Id: AAC40750.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1454
Gene Id: U37	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1041
Gene Id: U37	 Protein Id: AAC40751.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 776
Gene Id: U41	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 11050
Gene Id: U41	 Protein Id: AAC40755.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3392
Gene Id: U40	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 7652
Gene Id: U40	 Protein Id: AAC40754.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2162
Gene Id: U39	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 5524
Gene Id: U39	 Protein Id: AAC40753.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2465
Gene Id: U38	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3056
Gene Id: U38	 Protein Id: AAC40752.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3038
Gene Id: U42	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1720
Gene Id: U42	 Protein Id: AAC40756.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1547
Gene Id: U43	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2680
Gene Id: U43	 Protein Id: AAC40757.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2582
Gene Id: U44	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 708
Gene Id: U44	 Protein Id: AAC40758.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 608
Gene Id: U45	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1140
Gene Id: U45	 Protein Id: AAC40759.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1136
Gene Id: U46	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 593
Gene Id: U46	 Protein Id: AAC40760.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 257
Gene Id: U47	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1349
Gene Id: U47	 Protein Id: AAC40761.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 938
Gene Id: U47A	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 319
Gene Id: U47A	 Protein Id: ABC47426.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 167
Gene Id: U48	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2192
Gene Id: U48	 Protein Id: AAC40762.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2069
Gene Id: U49	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3289
Gene Id: U49	 Protein Id: AAC40763.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 716
Gene Id: U50	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2754
Gene Id: U50	 Protein Id: AAC40764.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1661
Gene Id: U51	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 988
Gene Id: U51	 Protein Id: AAC40765.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 881
Gene Id: U52	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1022
Gene Id: U52	 Protein Id: AAC40766.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 761
Gene Id: U53	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1541
Gene Id: U53	 Protein Id: AAC40767.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1538
Gene Id: U53.5	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 692
Gene Id: U53.5	 Protein Id: AAC40768.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 689
Gene Id: U55B	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4143
Gene Id: U55B	 Protein Id: AAC40771.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1289
Gene Id: U55A	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2767
Gene Id: U55A	 Protein Id: AAC40770.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1280
Gene Id: U54	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1436
Gene Id: U54	 Protein Id: AAC40769.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1361
Gene Id: U57	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4926
Gene Id: U57	 Protein Id: AAC40773.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4034
Gene Id: U56	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 886
Gene Id: U56	 Protein Id: AAC40772.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 878
Gene Id: U58	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3551
Gene Id: U58	 Protein Id: AAC40774.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2324
Gene Id: U59	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1276
Gene Id: U59	 Protein Id: AAC40775.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1040
Gene Id: U60	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 5197
Gene Id: U60	 Protein Id: AAC40780.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 863
Gene Id: U60	 Protein Id: AAC40780.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1124
Gene Id: U62	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3306
Gene Id: U62	 Protein Id: AAC40776.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 224
Gene Id: U63	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3107
Gene Id: U63	 Protein Id: AAC40777.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 632
Gene Id: U64	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2494
Gene Id: U64	 Protein Id: AAC40778.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1316
Gene Id: U65	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1212
Gene Id: U65	 Protein Id: AAC40779.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 989
Gene Id: U67	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4630
Gene Id: U67	 Protein Id: AAC40781.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1037
Gene Id: U68	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3590
Gene Id: U68	 Protein Id: AAC40782.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 341
Gene Id: U69	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3243
Gene Id: U69	 Protein Id: AAC40783.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1637
Gene Id: U70	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1601
Gene Id: U70	 Protein Id: AAC40784.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1439
Gene Id: U71	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 222
Gene Id: U71	 Protein Id: AAC40785.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 218
Gene Id: U72	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1041
Gene Id: U72	 Protein Id: AAC40786.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1037
Gene Id: U73	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4367
Gene Id: U73	 Protein Id: AAC40787.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2360
Gene Id: U74	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2053
Gene Id: U74	 Protein Id: AAC40788.1	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1976
Gene Id: U76	 Protein Id: 	 Virus Id: NC_001716.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2617
